tag,ratings 
music:rock and roll (1960s),4.75
music:rhythm & blues,2.3333333333333335
music:metal,4.0
music:gospel,5.0
music:bluegrass,4.5
music:Rock and Roll (The Beatles),3.75
music:Rock and Roll (1960s),3.75
music:Cole Porter,1.0
music:ABBA,3.1923076923076925
music videos,3.0
music video,3.0
music teacher,4.0
music sucks,3.0
music store scene,3.5
music score,3.75
music producer,3.0
music is key to story (not Musical genre),3.8461538461538463
music industry,3.8
music history,5.0
music gags,3.0
music festival,3.25
music documentary,3.4210526315789473
music by plaid,5.0
music by Vangelis,3.0
music business,3.717741935483871
music,3.5374186550976137
mushrooms,4.0
museum,3.65625
muse,2.5
muscles from Brussels,3.5
muscle car celebration,2.5
muscle,3.71875
muscial:rock and roll (1960s),4.0
muscial band,5.0
murders,3.0
murderer,3.8333333333333335
murder/fatality,3.388888888888889
murder trial,3.5
murder of a child,4.0
murder mystery,3.5
murder investigations,4.0
murder investigation,3.5
murder,3.5545343137254903
murakami,5.0
muppets,3.6338028169014085
municipal administration,5.0
mundane characters,3.6666666666666665
mundane,5.0
munchausen syndrome,3.0
mummy dental analysis,2.5
mummy,3.425531914893617
mumbly,4.0
mumblecore,3.1
multiverse,3.5
multiracial family,3.5
multiracial children,3.0
multiple villains,4.5
multiple viewings,3.0833333333333335
multiple storylines,3.5079941860465116
multiple storyline,4.0
multiple stories,4.0
multiple short stories in one,3.0
multiple roles,3.5765765765765765
multiple realities,3.9583333333333335
multiple points of view,3.75
multiple perspectives,2.75
multiple personality disorder,3.0
multiple personality,3.8333333333333335
multiple personalities,3.52
multiple locations,3.8
multiple layers,3.75
multiple languages,3.5
multiple interpretations,3.175
multiple endings,2.75
multiple dissociative personality disorder,4.0
multiple connecting storylines,4.5
multiple characters,3.5
multiple camera/crowd shoot,5.0
multiple POVs,2.0
multiphobic,3.0
multipass,4.25
multinational settings,3.4047619047619047
multilingual,3.1315789473684212
multilayered,3.3333333333333335
multifaceted,3.0
multiethnic,1.0
multicultural,3.8333333333333335
multi-movie monster,3.0
multi-generational,5.0
multi-dimensional characters,2.0
multi story narrative,3.25
multi language,3.0
mulroney and wilson are great as bros,3.25
mullet,5.0
mule,2.0
mulas,4.0
muito drama,2.0
muitas cores! mistÃ©rio,2.5
mugging,5.0
muezzin,3.5
muder,3.0
muddy waters,1.0
muddled plot,4.0
muddled motivations,2.0
muddled message,4.0
much overrated,2.0
much like gilliam's brasil,4.0
much better than the sequel.,2.5
"much better than the 2012 ""The Avengers""",0.5
much better than i thought!,2.5
much ado about nothing,3.5
muay thai,3.272727272727273
mtv pop style,4.0
mtv feature,3.0
mtv,4.0
mts.vod,2.5
mts,5.0
mst3k,3.9
ms,1.5
mr. stretch,4.0
mr. hyde,3.0
mozart,2.375
moving inspiring spiritual,4.25
moving classical music,3.0
moving  inspire,4.0
moving,3.661764705882353
movies to watch,3.0
movies like this shouldn't be made!,3.5
movies about movies,3.25
movies about love,3.5
movies 8,4.0
movies 6,3.0
movies,3.2857142857142856
movielens top pick,3.6724137931034484
movieId=128991,3.0
movie within a movie,3.6666666666666665
movie to sees,3.5
movie to see hd,2.6666666666666665
movie to see,2.7358490566037736
movie theatre scene,2.0
movie theatre,3.4545454545454546
movie stars,3.75
movie set,2.0
movie reference jokes,4.25
movie poster,3.0
movie physics,3.25
movie of its time,4.0
movie not to see,3.0
movie mets projections: browncoats will fall in love,4.5
movie magic,3.6666666666666665
movie innovator,3.0
movie hell,3.0
movie for the stupid masses,5.0
movie business,3.6053639846743293
movie bore no resemblance to book,2.0
movie about a movie,4.0
movie,2.0
move it football head,2.0
mouse,3.8461538461538463
mourning,3.71875
mountains,3.403225806451613
mountain music,4.0
mountain man,4.071428571428571
mountain climbing,3.5625
motorhome,3.5
motorcycle chase,3.6666666666666665
motorcycle,3.4763513513513513
motorboat,4.0
motorbike race,4.0
motorbike helmets,5.0
motorbike,3.0
motivation,4.333333333333333
motion capture,3.0
motifs,5.0
mothership,4.5
mothers and daughters,3.0
motherhood,3.7
mother-son relationship,3.652173913043478
mother-daughter relationships,3.7954545454545454
mother-daughter relationship,3.5
mother-daughter,4.0
mother son relationship,3.0
mother nature,3.5
mother daughter relationship,3.7142857142857144
mother and daughter,3.5
mother,3.625
moth,3.0
motel,3.7142857142857144
mostly nonsense,2.0
mostly black and white,3.5
mostly about a single day,3.4166666666666665
most overrated movie ever,3.0
most famous jesus movie ever,3.25
most annoying sound?,1.0
mossad,5.0
mosque,3.0
mosfilm,2.6
moses,3.0
mosaic,4.0
mortality,3.6363636363636362
morricone score,3.7083333333333335
morpheus,3.0
moronic,3.6666666666666665
mormons,4.0
mormon,3.25
moritz bleibtreu,4.0
morgan freeman slumming,3.0
morgan freeman commentary,2.25
morgan freeman,3.4655172413793105
mores,4.0
more twists than a chubby checker,2.0
more than expected,1.0
more than 300 ratings,4.0
more style than substance,4.5
more storyline,4.0
"more queasy than ""funny""",4.0
more plotline than the first,3.5
more or less,4.0
more like a werewolf,0.5
more intresting for american audiences,4.5
more explosions,2.875
more back-story needed,3.0
more Gong Er than Ip Man,4.25
mordern day robin hood,4.0
morbid comedy,3.8333333333333335
morbid,3.0
moraly questionable,4.166666666666667
morals,2.8333333333333335
morally simplistic,3.0
morally counterintuitive,3.75
morally complex,3.6666666666666665
moralizing,4.5
morality tale,4.0
morality,3.629032258064516
moralistic,3.6666666666666665
moral dillema,3.5
moral dilemma,2.8333333333333335
moral choice,4.0
moral blindness,5.0
moral ambiguity,3.656862745098039
moral,2.8
moped,2.0
moose,4.25
moors,4.0
moores,2.0
moore,4.333333333333333
moonshine,3.6666666666666665
moon river,3.0
moon,3.5775862068965516
moody atmosphere,3.1
moody,3.3626373626373627
mood,3.6666666666666665
moochers,5.0
monumental,4.0
montyPython,3.0
monty-python-related,4.5
monty python alumni,3.7
monty python,2.8333333333333335
montreal,3.875
monthy python,3.0
monterrey,4.0
montages,2.0
montage sequence,3.5
montage,3.642857142857143
monsters hunter,4.5
monsters,3.390625
monsterous,3.0
monster:tree,1.5
monster:invisible,3.5
monster:giant spider,4.333333333333333
monster:giant mole,4.0
monster:giant lizard,2.5
monster:giant insect,3.5416666666666665
monster:giant gorilla,3.65
monster:giant cephalopod,3.9
monster:furniture,3.0
monster:eldritch abomination,3.5
monster:blob,3.8333333333333335
monster make-up,4.5
monster hunter,3.8
monster fights,4.75
monster design,4.0
monster child,4.5
monster,3.530456852791878
monsoon,3.0
monsanto,3.0
monotonous,3.909090909090909
monologue driven,3.5
monologue,3.125
monochromatic,4.0
monks,3.5526315789473686
monkeys flying around on kites,4.0
monkey,3.4423076923076925
monika lewinsky,4.0
monica bellucci,2.5
mongoloid,4.0
moneypenny,1.0
money laundering,4.0
money,3.5606060606060606
monetary policy,3.5
monastery,3.375
monarchy,3.7857142857142856
moms,3.5
"moment of silence for that corporation prick who said ""we're part of the problem and solution"" and got fired",4.0
mom dies right off the bat!,2.5
molly parker,2.0
moles,4.166666666666667
mole rats,4.0
mole,2.75
moldy,2.5
mohawk,3.0
mods and rockers,3.0
mods,3.0
modest,4.0
modernity,5.0
modernism,3.5
modernisation,3.5
modern warefare,3.0
modern technology,4.0
modern slavery,4.0
modern noir,3.25
modern music,3.25
modern male friendship,4.0
modern living,4.0
modern life,3.5
modern girls,4.0
modern fantasy,3.5569620253164556
modern fairytale,5.0
modern dance,3.5
modern culture,3.0
modern classic,3.6818181818181817
modern christianity,2.5
modern art,4.0
modern architecture,1.0
modern acting in classic story,2.5
modern China,3.0
modern,3.888888888888889
moderate violence,4.0
modem,4.0
models,2.966666666666667
model train,5.0
model railroading,4.0
mockumentry,5.0
mockumentary,3.478846153846154
mocku horror,2.0
mocks black stereotypes,4.0
mocking it's own genre,4.0
mockbuster,3.7857142857142856
mock me please,3.0
mock documentary,3.0
mobsters,3.875
mobster,3.590909090909091
mobiles,3.25
mobbing,3.5
mob spoof,3.0
mob mentality,4.0
mob,3.361111111111111
moaning myrtle,4.0
mo'nique,4.0
mmm... brains...,3.5
mma,5.0
mlp,3.0
mkv,4.666666666666667
mixup,3.5
mixtape,3.0
mixed-message,4.5
mixed up,3.0
mixed race family,3.0
mixed messages,2.5
mixed martial arts,3.0
mixed marriage,5.0
mixed genre,4.0
mivk jagger 'look/soundalike',4.0
mit anna!,4.5
misuse of characters,2.0
misunderstood comedy,5.0
misunderstood character,4.0
misunderstood,3.7
misunderstandings,2.75
misunderstanding,3.3461538461538463
mistress,3.3333333333333335
mistery,3.375
mister darcy,2.5
mistakes,4.0
mistaken identity,3.663793103448276
mistaken identities,3.0
mist,4.0
missplaced actor,3.0
missle launher,4.5
mississippi river,3.5
missionary; christian; inspiring,3.0
missionary,3.5833333333333335
mission from God,2.90625
missing/kidnapped child,4.5
missing scenes,3.5
missing in action,4.0
missing gun,4.333333333333333
missing dolphin,3.6666666666666665
missing daughter,3.5
missing children,3.5
missing child,3.0
missing brother,3.0
misses the point,4.0
missed the mark,4.0
miss piggy,4.25
misrepresented on dvd,3.0
misrepresentation,3.0
misotheistic,4.0
misogyny disguised as empowerment,4.0
misogyny,3.4242424242424243
misogynistic,3.727272727272727
misogynist,5.0
mismatched couple,4.5
misleading title,3.75
misleading synopsis,1.5
misleading name,4.25
misleading,3.0
misinterpretation,5.0
misinformation: disability,2.0
misinformation,3.5833333333333335
mishaps,4.333333333333333
mishap,3.0
misguided,3.6666666666666665
misfits trained into elite force,4.0
misfits and outsiders,3.0
misfits,3.5238095238095237
miser,1.0
mise-en-scene,4.0
mischief,4.5
miscast,3.0
miscarriage of justice,3.357142857142857
misbehavior,5.0
misbegotten,3.5
misanthropic,3.25
misanthrope,2.5833333333333335
misadventures,3.0
mis-rated,3.5
mis en scene,4.0
mirrors,3.0
miranda richardson,3.0
miranda otto,3.0
miracles,4.071428571428571
miracle,3.3333333333333335
minutes to live,3.0
minus the short story with elijah woods...that was just odd....,4.0
minstrel show,2.0
minnsota,2.0
minnesotan,3.25
minnesota,3.75
miniseries,2.1666666666666665
miniserie,4.0
minions,3.5
mining,3.6052631578947367
minimalistic,3.3333333333333335
minimalist,3.2403846153846154
minimal plot development,4.0
minimal plot,3.3333333333333335
minimal dialogue,4.125
minimal budget,4.0
minimal,5.0
miniaturization,3.7777777777777777
miniatures,3.0
miniature sets,3.75
mini-series,3.3333333333333335
mini series,4.25
mini coopers,3.875
mini cooper,3.0
mini  series (not movie),5.0
minery,4.5
miners strike,4.666666666666667
miners,3.7142857142857144
mine,3.75
minds,4.5
mindless vampires,3.5
mindless one liners,3.357142857142857
mindless fun,2.75
mindless,4.125
mindfulness,3.6666666666666665
mindfuck,3.552973977695167
mindcontrol,4.833333333333333
mindblowing,3.6666666666666665
mindbender,3.5
mind-numbing,1.0
mind-melting,4.0
mind-blowing,3.5
mind-bending,3.3333333333333335
mind twister,4.5
mind power,1.5
mind numbingly boring,3.5
mind games,2.7777777777777777
mind control,4.090909090909091
mind bending,3.357142857142857
mind altering drugs,3.5
mind,3.642857142857143
mina harker,4.25
mimis fotopoulos,3.0
mimics documentary-style,3.8
mimicry,3.0
mimi rogers,4.0
mimes,3.4
millionare,3.0
millenium falcon,4.0
millenial foreign comedies to see,3.590909090909091
milla jovovich,3.25
milla,4.0
milkshake,2.0
milkman,3.5
milk,4.0
militia,3.3333333333333335
military superiority,3.25
military regime,5.0
military recruits/training,4.0
military recruiting tool,3.25
military industrial complex,3.6363636363636362
military hero,4.0
military experiments,3.0
military court,3.5
military coup,5.0
military combat,2.5
military base,3.5
military academy,3.0
military,3.527027027027027
militaristic,3.75
militarism,5.0
mildly racist,3.75
mildly funny,3.5
milan kundera,2.5
mila kunis is so damn hot,4.0
mila kunis,3.3333333333333335
mike tyson,2.5
mike newell,5.0
mike myers,3.5
mike judge,3.6578947368421053
mike epps,4.0
mikael persbrandt,3.5
migration,4.166666666666667
migrants,2.0
migrant cinema,3.0
migraine headache,3.5
might not like,3.0
might like,3.4742547425474255
might hate,4.5
might dislike,3.0
midwife,3.5
midsummer,3.0
midnight movie,3.0
midlife crisis,3.5
midgets,3.473684210526316
midfuck,2.0
middlebrow,3.5
middle-aged protagonist,3.8333333333333335
middle-aged people,3.75
middle segment,5.0
middle school,3.875
middle east conflict,3.0
middle east,3.539473684210526
middle earth,3.6666666666666665
middle class,4.0
middle ages,3.5714285714285716
middle aged,5.0
middle age,2.875
mid-life love,2.0
mid-life crisis,3.75
microscopic,4.25
microcosm,4.0
mickey 'the stretch' rourke,5.0
mick jagger,3.0
michigan; hunting; deer; woods; southern comedy;,3.5
michigan,1.5
michelle yeoh,3.75
michelle ryan,3.0
michelle rodriguez,4.0
michelle monaghan,2.5
michelle forbes,4.0
michel gondry,4.5
micheal douglas,4.0
michael sheen,2.0
michael ruppert,4.0
michael reynolds,4.0
michael pitt,3.0
michael parks,2.5
michael moore,3.7
michael mann,3.6666666666666665
michael keaton,4.333333333333333
michael jordan,3.0
michael goorjian,3.0
michael dudikof,4.0
michael douglas & kathleen turner & danny devito,3.0
michael douglas,4.6
michael chrichton,4.0
michael cera,4.0
michael caine,3.25
michael bay,2.8333333333333335
michael angarano,3.0
mice,3.2777777777777777
miami,3.5
miagi,3.0
mia wasikowska,4.0
mexico,3.8225806451612905
mexican stand off,3.25
mexican,4.5
mexians,3.5
mexian wrestler,4.0
metrosexual,3.5
metronome,3.0
meticulous,2.857142857142857
methamphetamines,2.5
meteorite,2.5
meteor,2.25
metaplot,3.25
metaphysics,3.77027027027027
metaphysical,2.875
metaphors,3.6
metaphorically underrated,2.0
metaphorical,4.033333333333333
metaphoric images,4.0
metaphoric,1.5
metaphores,4.5
metaphor,2.9545454545454546
metaphisics,4.0
metamorphosis,4.333333333333333
metallica,3.0
metal soundtrack,3.6666666666666665
metal soudtrack,3.5
metal disability,3.0
metal,3.642857142857143
metafilm,3.3125
metafiction,3.3392857142857144
meta-movies,2.5
meta-movie,3.0
meta-indie,4.666666666666667
meta-commentary,4.0
meta society,4.5
meta,3.9035087719298245
messy script,3.5
messy idealism,3.0
messy,2.4
messiah,3.5
messes up continuity,3.8333333333333335
messenger,4.0
messed with the wrong guy,4.5
messed up in a good way,4.0
messed up character,5.0
messed up,3.5
message!,4.0
message picture,1.75
message of hope,5.0
message of book mostly lost,5.0
message,3.4
mess,3.3333333333333335
mesmerizing,3.625
mesmerising,3.0
meryl streep,3.7333333333333334
merry-go-round,4.0
merry,4.1
mermaids,3.25
mermaid,3.425
merger,3.0
merengue,3.5
merde,2.6666666666666665
mercy,4.5
merchants of death,3.0
merchant-ivory,4.583333333333333
merchant marine,4.0
merchant ivory,4.5
merchandising,4.5
merchandise driven,3.25
mercenary as protagonist,5.0
mercenary,3.0
mercenaries,3.5
mentor/trainer,3.8
mentor,3.539473684210526
mentiroso,4.0
mentiras,3.0
mention Bourne often enough and it's a Bourne movie,4.0
mentally impared character,5.0
mentally impaired,3.2083333333333335
mentally disturbed rejoining society,3.25
mental institution,4.5
mental imbalance,3.5833333333333335
mental illnesses vs. sanity,2.5
mental illness,3.5005896226415096
mental hospital,3.5847457627118646
mental health,3.391304347826087
mental disability,3.3333333333333335
mental asylum,3.0
mental,3.6666666666666665
menswear - outstanding,3.0
mengele-types getting killed,4.0
menage-a-trois,3.75
menacing,3.363970588235294
mena suvari,4.25
men-women conflict,3.0
men shown as monsters,3.0
men kissing,3.0
men in uniforms,3.0
men in drag (scene),4.5
men in drag,3.1666666666666665
men endte med at slÃ¥ de sÃ¦dvanlige gode krÃ¸ller som trÃ¦kker en ind i spÃ¦ndede drama. dog ikke sÃ¥ medrivende som mange af de andre,4.0
men dropper stÃ¸rre potentiale mod slutningen,4.0
men disguised as women,3.0
men det var som om det Ã¦bede lidt ud til sidst,3.0
men being taught how to woo,4.111111111111111
men and women,3.0
men alligevel ender med at vÃ¦re et vildt fedt portrÃ¦t,5.0
men > women,3.5
men,3.75
memory/amnesia,3.0
memory remains,4.0
memory makes us who we are,3.875
memory loss,3.513157894736842
memory guy,4.0
memory erased,3.0
memory,3.4414556962025316
memories,3.5
memoria,4.0
memorable sequence,3.4
memorable lines,3.0
memorable characters,2.75
memorable animation,3.0
memorable,3.409090909090909
memoir,3.6666666666666665
memasa's movies,3.4131944444444446
melvin pervo didn't commit suicide he just offed hiself 'cleaning' his barrel,5.0
melting pot,3.5
melodramatic,3.289473684210526
melodrama,3.311111111111111
melodic soundtrack,5.0
melee,3.0
melanie laurent,3.0
melanie griffith,4.5
melancholy,3.4794007490636703
melancholie,3.5
melancholic girl,5.0
melancholic,3.3944954128440368
mel preachy,1.75
mel gibson down grade,4.0
mel gibson,3.735294117647059
mel eating dog food,3.0
mel brooks,3.625
meirelles no esterior,2.5
meh,3.8125
meget lille tre en halve,5.0
meget fin lille fortÃ¦lling. har i Ã¸vrigt den prÃ¦cis samme struktur som le collectioneuse,5.0
megan follows,5.0
megalomania,3.6875
meg ryans tits,3.0
meg ryan,3.8333333333333335
meg fake orgasm,3.0
meets future self,4.75
meeting god,1.5
meeting again and again,4.0
meeting,4.0
meesa,3.0
meek,1.5
medschool,3.0
medium to low predictability level,2.0
medium,4.5
meditative music,2.5
meditative,3.6076923076923078
meditation about war,2.0
meditation,4.5
mediocre sequel,3.0
mediocre plot,3.0357142857142856
mediocre ending,4.25
mediocre acting,3.4583333333333335
mediocre,3.0
medieval times,3.0
medieval tale,5.0
medieval superstition,4.5
medieval,3.531073446327684
medicine,3.6538461538461537
medicien,4.0
medications,3.6666666666666665
medical thriller,3.75
medical study,2.5
medical school,3.25
medical problems,4.5
medical,3.1666666666666665
mediacentralism,5.0
media satire,4.0
media politics,3.388888888888889
media collusion.  Innocent victim,4.0
media circus,4.0
media,3.3095238095238093
medallion,3.0
mechanized,3.5
mechanic,4.0
mecha,3.3548387096774195
mech,4.0
meaty,3.5
meatloaf,3.25
meat,4.333333333333333
measured,5.0
mear cats,4.0
meaningless violence,4.0
meaningless title,4.0
meaningless formalism,4.75
meaningless,3.4545454545454546
meaningful,2.95
meaning of love,3.7
meaning of life,3.4693877551020407
meaning of family,4.0
meaning lost in adaptation,3.0
meaning,5.0
meandering,3.7
mean-spirited,3.4375
mean corn,5.0
mean,3.642857142857143
mclovin,4.5
mcg,4.5
mcdonalds,5.0
mccarthyism,4.5
mcarthyism,3.5
mc donnald's product,4.0
maziar bahari,5.0
maze,3.5
mayor,4.0
mayhem band,4.5
mayhem,5.0
maybe true survival tale,3.5
maybe,3.5
mayan,3.8333333333333335
maya language,3.0
maya deren,2.25
maya civilization,3.5
maya,3.3333333333333335
may december romance,2.5
may cause brain tumors,0.5
maximus,1.0
mawkish,3.2
maturity,3.625
mature women will like,3.0
mature theme,4.0
mature kids,3.2777777777777777
mature,4.444444444444445
matthew rhys,3.0
matthew perry,2.0
matthew mcconaughey,1.0
matter-of-fact,3.6770833333333335
matt damon;,4.0
matt damon!,2.5
matt damon,3.9411764705882355
matt 'overrated' damon,1.0
matrx copy,4.0
matrix ripoff,4.0
matrix,3.7142857142857144
matrilinial,4.0
matriarch,4.0
matress,4.5
maths,3.0714285714285716
mathew mcconaughey,4.0
mathematics,3.5933014354066986
mathematicians,1.0
mathematician,4.0
math,3.858695652173913
maternity,4.0
materialism,3.9583333333333335
matemathic,3.25
matchmaking,5.0
matchmaker,3.25
masturbatory garbage,4.0
masturbation,3.8472222222222223
masterplan,3.0
masterpiece,3.5234375
mastermind,2.8333333333333335
masterful,5.0
master piece,4.5
master of disguise,5.0
master disciple relationship,5.0
masseur,2.75
massage,3.6666666666666665
massacred the book,3.9166666666666665
massacre of civilians,5.0
massacre,3.5
mass transport,3.5
mass suicide,4.25
mass scenes,1.0
mass murder/terrorism,3.4166666666666665
mass murder,4.0
mass hysteria,4.0
mass death,2.8333333333333335
mass behavior,3.71875
masochism,3.5
masks,4.75
masked killer,3.4285714285714284
mask,3.4444444444444446
masculinity through dress,4.333333333333333
masculinity,3.2777777777777777
masculine power vs. feminine power,3.0
masculine,4.0
mascot,4.0
mary walsh,2.0
mary steenburgen,3.75
marxist,4.0
marxism,4.5
marx brothers,3.1041666666666665
marvelous,4.125
marvel comics,2.0
marvel,3.5588235294117645
martyrdom,3.909090909090909
marty feldman,3.0
martin wood,4.0
martin scorsese,3.0
martin rodriguez,5.0
martin lawrence,3.25
martial-arts,2.25
martial arts flick,5.0
martial arts,3.5827389443651927
mars,3.504166666666667
marriage counseling,3.5
marriage,3.546511627906977
marquis de Sade,2.5
marooned,4.0
marly horse,5.0
marlon brando,3.0
marlboro man,3.0
marla singer,4.5
marketing,4.25
market economy,4.5
mark wahlberg,2.5
mark strong,3.5
mark hamill,4.0
mark buffalo,3.5
maritime travel,2.5
marital love,5.0
marital duties,4.0
marionettes,2.5
marion cotillard,3.0
mario,2.0
marines,3.0
marine,3.0
marilyn manson,3.5
marijuanna,4.0
marijuana,3.5778688524590163
marihuana,4.5
mariachi band,5.0
maria valverde,4.5
maria callas,2.5
margaritas,3.75
margaret cho,4.5
mare winningham,4.0
marching bands,3.75
"marcello mastroianni,",3.5
marcello mastroianni,5.0
marathons,2.8333333333333335
maquinas,1.0
maori wars,4.0
maori,3.3125
many uncorrelated plots,4.5
many interviews,3.0833333333333335
many comedy actors,4.333333333333333
manufacturing,3.5
manslaughter,4.0
mansion,3.375
mannerisms,0.5
mannequin,3.3333333333333335
manipulative,3.7777777777777777
manipulation,3.75
manipulated senses,2.3333333333333335
manifold storyline,2.0
manicheaist,3.0
manic pixie dream girl,3.764705882352941
manhunt,3.0
manhattan,3.5
manga adaptation,4.0
manga,4.045454545454546
mandrake,5.0
mandarin,2.875
mandala,5.0
manchurian,4.0
manchester,4.0
manager,3.9
management,4.166666666666667
man..... sandals,4.0
man-to-man friendship,4.0
man-dog friendship,3.0
man with no name,3.0
man vs. nature,3.7142857142857144
man vs. beast,3.9166666666666665
man vs nature,2.75
man versus machine,3.6511627906976742
man power,4.5
man on the run,2.9
man of mystery,4.5
man of constant sorrow,5.0
man må virkelig sige det er en atypisk rohmer-film. narrativet er for one thing ikke af romantisk karakter. æstetisk minder den måske om nogle af de første kortfilm i de moralske fortællinger.,3.0
man lost family,5.0
man justice,3.0
man is man's worst enemy,4.2
man inside suitcase,4.0
man in the sky,3.875
man has legs horribly broken,5.0
man eating lions,3.0
man dressed as woman (scene),3.0
man against nature,2.0
mamet,3.5
malware,2.5
malos tratos,3.0
malnutrition,5.0
mall,3.75
malik,3.0
malicious,3.0
malevolence,4.0
malena,5.0
male-female relationship,3.5454545454545454
male underwear,3.0
male teenager(s) & female prostitute(s),4.5
male stripper,3.0
male self-degredation,3.6666666666666665
male prostitute,3.5
male perspective,2.0
male nudity,3.473684210526316
male models,3.4166666666666665
male gaze,2.9375
male full frontal nudity,3.0
male frontal nudity,4.0
male front nudity,2.0
male bonding,4.5
male bondage,4.0
male,2.8333333333333335
malcom x,5.0
malaria,4.5
making of,3.5
making everyone think you're innocent,3.0
making a difference,4.0
makeup effects,4.041666666666667
makes you throw-up,4.0
makes you think,3.2291666666666665
makes you really scared,4.0
makes you jump,4.0
makes you hungry,4.0
makes you cry,3.625
makes sense,4.0
makes no sense,3.4375
makes fun of disabled people,2.5
makes christians look like boobs,5.0
maker of akira,5.0
makeover,2.5
make-up,4.0
make up your own mind. See it,4.5
make up,3.5
make people act like lunatics,3.5
makato shinkai,2.5
major scientific flaw,3.5
major reshooting,3.0
major recutting,3.0
maintaining illusion,3.125
mainstream.,4.5
mainstream,3.5833333333333335
maine,5.0
main characters,3.0
main character:woman,4.5
main character is simpleminded and has big impact on world,2.5
main character is boring,3.5714285714285716
main character is a total shit,0.5
main character doesn't masturbate,4.0
main character dislikeable,1.0
main character dies,4.75
main character,2.3333333333333335
maiming,4.5
maid,3.4285714285714284
magnificent performances,4.0
magnificent,5.0
magnicide,4.0
magnetism,3.0
magnetic powers,3.8333333333333335
magier,3.0
magick,3.5
magicians,3.3
magician,3.5
magicans,4.5
magical realism,3.7142857142857144
magical negro,3.0
magical nanny,4.166666666666667
magical horse,5.0
magical hair,2.0
magical creatures,3.0
magical aging/immortality,4.1
magical,3.1818181818181817
magic/illusion/mysticism,3.642857142857143
magic school,3.375
magic realism,3.513157894736842
magic carpet,3.875
magic board game,3.4285714285714284
magic,3.601418439716312
maggots,3.0
maggie gyllenhaal,3.4166666666666665
magazines,3.9
magazine,3.5
mafia vendetta,4.0
mafia life,2.5
mafia,3.661417322834646
madsen,3.0
madonna,3.5714285714285716
madness,3.810344827586207
madmax,5.0
madly in love,5.0
madhouse,2.5
made-up language,4.0
made-for-TV quality,2.5
made plane flight longer,2.0
made me smile,4.166666666666667
made me laugh,2.3333333333333335
made me jump,3.5
made me feel like I'm not doing nothing - and then the film's over (so quick),3.0
made me cry,3.730769230769231
made look better than it is,3.0
made it less creepily abusive than the book,3.0
made for tv,4.0
made for television feel,3.5
made for TV,3.3891213389121337
made for 11-14-year-olds,4.5
made an impression,3.5
madcap,3.5083333333333333
madc,3.0
mad tv alumns,3.75
mad scientist,3.489795918367347
mad science,4.0
mad old woman is killer in comedy,4.0
mad max,3.857142857142857
macross like,5.0
macross,3.1666666666666665
maclachlan,1.0
macho culture,3.25
macho,3.25
machismo,2.5
machining,4.0
machines,2.9166666666666665
machine gun leg,3.9
machete,4.0
macgyver,5.0
macguffin,4.5
macbeth,3.3333333333333335
macauly culkin,4.5
macabre,3.5673076923076925
mac startup sound,4.0
m. night shyamalan,3.2777777777777777
léa seydoux,5.0
lyrics,4.333333333333333
lyricist,5.0
lyrical,3.3636363636363638
lynching,3.5
lynch,2.9705882352941178
lying,3.55
lustig,5.0
lust turns into love,3.0
lust for power,3.75
lust,3.5714285714285716
lush,3.8
lurid,3.3875
lung cancer,3.0
lunatics,1.0
lumberyard,3.5
lulz,3.375
lukewarm,4.0
luke wilson,4.0
luke skywalker,3.8333333333333335
luke,5.0
luis guzman,3.0
ludwig van beethoven,3.0
ludicrous plot,3.125
ludicrous,4.166666666666667
ludacris,3.0
lucy liu,3.0
luck,3.5
lucifer,2.3333333333333335
lucidity,2.0
lucid dreaming,3.25
luchino visconti,4.0
lucha libre,2.5
lucas black,3.5
luc besson,4.0
luc beson,4.0
lt dan,3.0
loyalty vs. betrayal,3.3333333333333335
loyalty,3.5
lowest common denominator,4.15
lower upper class,4.0
lower class,3.0
low-fi concert footage,2.5
low-budget,3.5
low-brow,3.25
low violence,2.8333333333333335
low stakes for a suspense drama,3.75
low stakes,2.5
low speed,0.5
low paced,4.0
low lights,5.0
low key,4.166666666666667
low humour,2.75
low budget,3.4883333333333333
low blow,3.5
low audience iq,2.0
loving kindness,4.0
lovestory,4.0
lover verses friend issues,4.333333333333333
lovely film,4.0
lovely characters.,3.25
lovely characters,3.3333333333333335
lovely,3.0714285714285716
loved this cartoon,3.25
loved it!,4.5
loved it,2.6666666666666665
loved Tom Hanks,5.0
lovecraftian mythology,5.0
lovecraftian,3.1739130434782608
lovecraft,3.25
love/hate,3.8333333333333335
love wins,3.5
love vs sex,3.0
love triangles,3.590909090909091
love triangle not threesome,4.0
love triangle,3.65
love this movie,3.8333333333333335
love story,3.5246710526315788
love stinks,2.0
love potion,4.5
love plot,3.75
love parade,3.0
love overcomes all,2.0
love of music,3.5833333333333335
love mr. tumnus,3.25
love lt. dan,3.25
love letters,3.2
love letter to rock,4.0
love krum,2.5
love it or hate it,5.0
love is not enough,5.0
love history,3.5
love at first sight,4.0
love affair,3.736842105263158
love,3.3762254901960786
lovable loser,4.0
lovable,3.7
lousy soundtrack score,3.5
lousy script,4.166666666666667
lousy narration script,4.5
lousy cinematography,4.25
lousy camerawork/cinematography,3.0
lousy acting,3.5
louisiana,3.5
louis theroux,5.0
louis malle,4.0
louis armstrong,4.0
loud music,2.875
loud eccentric character,3.0
loud as shit,3.0
loud,4.0
lou barlow,4.0
